name,salary,points,position,id
Seth Russell,9400,42.3,QB,695392
Luke Falk,9200,33.3,QB,749541
Matt Johnson,8900,36.3,QB,603282
Greg Ward Jr.,8800,41.2,QB,741292
Baker Mayfield,8700,32.9,QB,748070
Corey Coleman,8600,41.0,WR,695370
Patrick Mahomes II,8300,36.6,QB,839031
Marquise Williams,8200,27.0,QB,592506
Derrick Henry,8200,26.9,RB,732145
Roger Lewis,8000,32.1,WR,822756
Deshaun Watson,8000,24.0,QB,828743
Alex Collins,7500,20.2,RB,744420
Tajae Sharpe,7200,27.1,WR,703270
Anu Solomon,6900,20.3,QB,751291
Shock Linwood,6800,24.0,RB,695384
Jakeem Grant,6700,25.1,WR,605325
Connor Cook,6700,18.2,QB,606102
Gabe Marks,6700,25.8,WR,652582
Sterling Shepard,6700,18.7,WR,691278
Aaron Burbridge,6700,22.1,WR,696157
Joshua Dobbs,6700,26.9,QB,741262
Nick Wilson,6700,22.1,RB,838137
LJ Scott,6600,14.0,RB,884262
Tyler Boyd,6500,22.4,WR,742387
Peyton Barber,6500,22.7,RB,744436
Taquan Mizzell,6500,22.6,RB,745858
Phillip Ely,6400,16.6,QB,593210
Travis Greene,6400,18.0,RB,603277
Kareem Hunt,6400,16.6,RB,746613
Jake Coker,6300,16.3,QB,605411
Demarcus Ayers,6200,24.8,WR,741290
Joseph Yearby,6200,22.4,RB,820760
Artavis Scott,6200,18.4,WR,828766
Kenneth Farrow,6100,16.1,RB,609745
Tommy Armstrong,6100,24.7,QB,651577
DeAndre Washington,6000,23.8,RB,605335
Thomas Sirk,6000,20.7,QB,650145
Blake Frohnapfel,5900,18.0,QB,609786
Elijah Hood,5900,18.6,RB,823107
Mike Warren,5900,16.4,RB,837990
Jay Lee,5800,18.7,WR,608172
Sam B. Richardson,5800,14.9,QB,618090
Davis Webb,5800,8.0,QB,733638
Wayne Gallman,5800,17.2,RB,733744
Jalen Hurd,5800,21.8,RB,820517
Brad Kaaya,5800,18.5,QB,830889
Qadree Ollison,5800,16.2,RB,832473
Perry Hills,5700,25.8,QB,695785
Jordan Howard,5700,24.7,RB,750802
Dom Williams,5600,21.3,WR,608147
Nate Peterman,5600,12.2,QB,650974
Wes Lunt,5600,15.1,QB,651289
Corey Jones,5600,12.7,WR,694721
Christian Hackenberg,5600,12.0,QB,748555
Jerrod Heard,5600,18.0,QB,835448
Peyton Bender,5600,-0.1,QB,835917
Saquon Barkley,5600,18.6,RB,883302
Michael Brewer,5500,9.9,QB,590689
Jared Baker,5500,14.3,RB,593537
Brandon Allen,5500,18.9,QB,604390
Justin Jackson,5500,15.6,RB,830844
George Bollas,5500,8.0,QB,837249
Jerrard Randall,5400,17.9,QB,604763
Trevor Knight,5400,2.8,QB,691269
Terrell Newby,5400,17.5,RB,728308
Samaje Perine,5400,13.5,RB,820734
Joel Stave,5300,14.5,QB,592794
Joe Hubener,5300,17.9,QB,605237
Matt Johns,5300,16.7,QB,693999
Nate Sudfeld,5300,23.3,QB,696112
Geronimo Allison,5300,21.0,WR,821159
KD Cannon,5300,12.1,WR,837957
Dede Westbrook,5300,13.0,WR,865950
Rashawn Scott,5200,18.4,WR,596422
Dare Ogunbowale,5200,16.3,RB,703015
Calvin Ridley,5200,15.1,WR,884013
Justin Holman,5100,8.8,QB,728544
Allen Lazard,5100,15.1,WR,837958
Ricardo Louis,5000,13.6,WR,693980
Ronnie Moore,5000,15.7,WR,744008
River Cracraft,5000,15.2,WR,749681
Eric Dungey,5000,20.9,QB,883672
Josh Ferguson,4900,17.0,RB,606045
Gehrig Dieter,4900,14.6,WR,652899
Sean White,4900,8.8,QB,835153
Devine Redding,4900,14.0,RB,838211
Ryan Burbrink,4800,13.9,WR,607478
Joe Mixon,4800,15.7,RB,820727
Isaiah Ford,4800,18.3,WR,836936
Travon McMillian,4700,10.1,RB,836944
Ke'Shawn Vaughn,4700,11.4,RB,877807
Alex Erickson,4600,15.5,WR,652520
Colin Reardon,4600,9.4,QB,694175
Drew Morgan,4600,16.8,WR,744431
Ross Comis,4600,3.9,QB,824311
Ricky Jones,4500,18.4,WR,696096
Cody Thomas,4500,0.0,QB,748000
Zach Austin,4500,16.4,WR,748041
Clayton Thorson,4500,13.1,QB,830853
Johnathan Gray,4400,9.8,RB,691344
Brenden Motley,4400,17.6,QB,691659
Tyrone Swoopes,4400,7.4,QB,728022
Joel Lanning,4400,4.5,QB,739452
Nick Holley,4400,12.3,RB,749832
Terry Swanson,4400,15.9,RB,833513
Quenton Bundrage,4300,9.6,WR,599090
Marken Michel,4300,15.6,WR,604826
Jordan Westerkamp,4300,15.9,WR,651878
Durron Neal,4300,10.0,WR,691274
Cayleb Jones,4300,10.3,WR,691349
Damion Jones-Moore,4300,13.8,RB,694722
Caleb Rowe,4300,4.7,QB,695795
Alonzo Russell,4300,9.3,WR,697261
Jeremy Johnson,4300,16.6,QB,746885
Nathan Strock,4300,0.0,QB,749849
Devin Lauderdale,4300,16.3,WR,823093
Zander Diamont,4300,17.4,QB,823260
Raekwon James,4300,8.0,RB,837263
Chance Allen,4200,11.3,WR,689640
Reginald Davis,4200,12.8,WR,695743
Ryan Switzer,4200,10.5,WR,728168
Cooper Bateman,4200,3.2,QB,732136
Corey Clement,4200,5.5,RB,742470
Jesse Ertz,4200,0.5,QB,744845
Chris Godwin,4200,12.6,WR,835127
Madre London,4200,10.3,RB,838230
Shaquille Powell,4100,14.9,RB,691500
Chad Voytik,4100,2.7,QB,692343
Canaan Severin,4100,15.5,WR,694010
Mack Hollins,4100,14.8,WR,702808
Hunter Henry,4100,9.8,WR,744425
Steven Dunbar,4100,11.1,WR,831247
Tyson Broekemeier,4000,0.0,QB,590801
Daxx Garman,4000,3.2,QB,593545
Zack Oliver,4000,0.2,QB,602190
Tommy Vento,4000,0.0,QB,606123
Terrel Hunt,4000,-0.8,QB,607236
Dexter Foreman,4000,0.0,QB,609093
Adam Schulz,4000,6.4,QB,611045
Nolan Dieter,4000,0.0,QB,650745
Connor Brewer,4000,0.2,QB,651120
Ryker Fyfe,4000,4.3,QB,651637
Bart Houston,4000,1.8,QB,652527
Gray Crow,4000,0.0,QB,653338
Grant Rohach,4000,0.0,QB,689790
Trey Holtz,4000,0.0,QB,691345
Kanler Coker,4000,0.0,QB,691597
Quinshad Davis,4000,10.7,WR,691601
Thad Armstrong,4000,0.0,QB,692251
James Knapke,4000,1.7,QB,694054
Alec Morris,4000,0.0,QB,694599
Clayton Nicholas,4000,0.0,QB,695749
Tucker Tuberville,4000,0.0,QB,695753
Nate Boudreau,4000,0.0,QB,696076
Tyler O'Connor,4000,0.7,QB,696177
Nick Schuessler,4000,0.6,QB,700050
Chris Johnson,4000,2.2,QB,727862
Parker Boehme,4000,9.9,QB,728041
Mitch Trubisky,4000,11.8,QB,728169
Johnny Stanton,4000,0.0,QB,728310
Austin Whipple,4000,0.0,QB,728369
Logan Woodside,4000,0.0,QB,732107
Austin Wilson,4000,2.4,QB,739827
Nic Shimonek,4000,0.7,QB,740734
Matt Alviti,4000,0.3,QB,742442
Connor Senger,4000,0.0,QB,742487
Fred Coppet,4000,8.9,RB,743991
Austin Allen,4000,0.0,QB,744416
Andrew Mackay,4000,0.0,QB,745854
Michael Julian,4000,4.4,QB,746616
Johnny Jefferson,4000,11.4,RB,747928
Michael Welch,4000,0.0,QB,748591
Bryce Smith,4000,0.0,QB,748685
Damion Terry,4000,0.1,QB,748711
Kyle Postma,4000,7.1,QB,749125
Connor Ennis,4000,0.0,QB,749542
Jamal Morrow,4000,11.2,RB,749663
Tony Carroscia,4000,0.0,QB,749826
Cameron Waites,4000,0.0,QB,793102
Kyle Starcevich,4000,0.0,QB,820672
Justice Hansen,4000,0.0,QB,820714
Isaac Hoza,4000,0.0,QB,820762
Chayce Crouch,4000,4.1,QB,821161
AJ Bush,4000,0.0,QB,821236
Zack Darlington,4000,0.0,QB,821241
Tyler Harris,4000,7.8,QB,822736
Caleb Henderson,4000,2.7,QB,823132
D.J. Gillins,4000,0.0,QB,823142
Rafe Peavey,4000,0.0,QB,823727
Andrew Ford,4000,0.0,QB,824250
Andrew Verboys,4000,0.0,QB,824335
Randall West,4000,0.0,QB,824336
AJ Long,4000,0.0,QB,827733
Nicodem Pierre,4000,2.0,QB,830808
Malik Rosier,4000,0.5,QB,830888
Cody Callaway,4000,0.0,QB,830919
Bear Fenimore,4000,0.0,QB,831238
Hunter McCoy,4000,0.0,QB,831241
Adam Bertke,4000,0.0,QB,832429
Quentin Gibson,4000,0.0,QB,833470
Jalen Reese,4000,0.0,QB,833496
David Cornwell,4000,0.0,QB,835019
Taiwan Deal,4000,10.7,RB,835132
Logan Vinklarek,4000,0.0,QB,835457
Devin Smith,4000,0.0,QB,835720
Billy Fessler,4000,0.0,QB,836150
Trace McSorley,4000,0.7,QB,836164
Corwin Cutler,4000,0.0,QB,836251
Chris Durkin,4000,2.5,QB,836933
Joe Spaziani,4000,0.0,QB,836986
Landon Root,4000,0.0,QB,837536
Troy Allison,4000,0.0,QB,837889
Zach Davidson,4000,0.0,QB,838004
Taylor Laird,4000,0.0,QB,838011
Brandon Dawkins,4000,4.8,QB,838119
Zach Werlinger,4000,8.8,QB,838136
Simmie Cobbs,4000,12.3,WR,838200
Colar Kuhns,4000,0.0,QB,838229
Justin Stockton,4000,12.7,RB,839039
Payne Sullins,4000,0.0,QB,839040
Vincent Testaverde,4000,0.0,QB,839041
Danny Cameron,4000,0.3,QB,841700
Daniel Kubiuk,4000,0.0,QB,841722
Mason McClendon,4000,0.0,QB,842339
Sean Pratt,4000,0.0,QB,848005
Jimmy Greenwood,4000,0.0,QB,861512
Jarrett Stidham,4000,6.8,QB,865868
Jeff George,4000,0.0,QB,865935
Jimmy Fitzgerald,4000,0.0,QB,865938
Anthony Ratliff-Williams,4000,0.0,QB,866042
Nathan Elliott,4000,0.0,QB,866052
Zack Mahoney,4000,11.6,QB,866077
Alex Hornibrook,4000,0.0,QB,866129
Austin Kafentzis,4000,0.0,QB,866130
James Morgan,4000,0.0,QB,866580
Tyler Queen,4000,0.0,QB,866952
Quinten Dormady,4000,4.3,QB,867008
Ty Storey,4000,0.0,QB,867406
William Solomon,4000,0.0,QB,867614
Tommy Stevens,4000,0.0,QB,867642
Kelly Bryant,4000,1.1,QB,867741
Tucker Israel,4000,0.0,QB,867742
Jack Click,4000,0.0,QB,868013
Blake Barnett,4000,0.0,QB,868081
Tyler Hilinski,4000,0.0,QB,868130
Alex Delton,4000,0.9,QB,868509
Brandon Garza,4000,0.0,QB,868528
Christian Jones,4000,0.0,QB,868530
Zac Jancek,4000,0.0,QB,877199
Sheriron Jones,4000,0.0,QB,877202
Gage Shaffer,4000,0.0,QB,877795
Mylik Mitchell,4000,0.0,QB,878630
James Sosinski,4000,0.0,QB,878927
Ben DiNucci,4000,0.0,QB,879277
Jonathan Banks,4000,0.0,QB,879903
Hunter Hall,4000,0.0,QB,879915
Quentin Harris,4000,0.0,QB,879978
Daniel Jones,4000,0.0,QB,879981
Evan Shirreffs,4000,0.0,QB,880135
Alex Mussat,4000,0.0,QB,880190
TJ Green,4000,0.0,QB,880212
Lloyd Yates,4000,0.0,QB,880233
Matt Jimison,4000,0.0,QB,882740
Christian Jorgenson,4000,0.0,QB,882741
Dominic De Lira,4000,0.0,QB,882782
Josh Ringelberg,4000,0.0,QB,882804
Reece Clark,4000,0.0,QB,882830
Connor McGinnis,4000,0.0,QB,882832
Austin King,4000,0.0,QB,883247
Jackson Erdmann,4000,0.0,QB,883318
Christian Hutzler,4000,0.0,QB,883443
Manny Miles,4000,0.0,QB,883624
Hunter Byrnes,4000,0.0,QB,883949
Nick Johns,4000,0.0,QB,883960
Dwayne Lawson,4000,3.4,QB,883989
Brian Lewerke,4000,0.0,QB,884255
Kai Locksley,4000,0.0,QB,884292
Matthew Merrick,4000,0.0,QB,884294
Jose Blankenship,4000,0.0,QB,885255
Mitchell Guadagni,4000,0.0,QB,885904
Zack Bennema,4000,0.0,QB,886631
Bo Schneider,4000,3.9,QB,887433
Dan Hillenbrand,4000,0.0,QB,887918
Luke Klingler,4000,0.0,QB,892037
Ernest Calhoun,3900,6.2,WR,697177
Akeel Lynch,3900,9.1,RB,697684
Stacy Coley,3900,11.2,WR,739798
D'Onta Foreman,3900,10.0,RB,835443
Nick Scott,3900,4.7,RB,836171
Brandon Ross,3800,10.4,RB,605452
Jela Duncan,3800,9.6,RB,691489
Herb Waters,3800,10.8,WR,691593
Kenyan Drake,3800,9.9,RB,694588
Charles Jones,3800,7.9,RB,695731
D'vario Montgomery,3800,8.9,WR,696244
Kody Cook,3800,13.9,WR,733621
Robert Wheelwright,3800,12.5,WR,742491
Josiah Price,3700,8.4,WR,696179
Jack Williams,3700,0.0,WR,733932
De'Mornay Pierson-El,3700,5.8,WR,821270
Terence Williams,3700,9.0,RB,822515
Keith Harrington,3700,12.5,RB,835928
Mark Walton,3700,11.5,RB,871716
Richard Mullaney,3600,9.0,WR,607876
Ryan Jackson,3600,6.9,RB,652224
Daje Johnson,3600,8.8,WR,691347
Jordan Leggett,3600,10.1,WR,733735
Johnell Barnes,3600,9.1,WR,745759
R.J. Shelton,3600,7.9,WR,748710
DaeSean Hamilton,3600,8.4,WR,748755
Gerard Wicks,3600,11.6,RB,749662
ArDarius Stewart,3600,8.7,WR,750855
Nate Phillips,3600,9.9,WR,751285
Cody Thompson,3600,11.9,WR,833514
Kerryon Johnson,3600,6.3,RB,880548
Johnny Jackson,3500,11.9,WR,611021
Levern Jacobs,3500,10.0,WR,651139
Alonzo Moore,3500,11.2,WR,651680
Nick Patti,3500,7.8,WR,651787
Robert Lewis,3500,6.2,WR,652581
Keon Hatcher,3500,23.9,WR,693822
Devin Chafin,3500,6.7,RB,695367
Bug Howard,3500,10.0,WR,728162
Marchie Murdock,3500,13.1,WR,740375
Bucky Hodges,3500,8.8,WR,742420
Steve Ishmael,3500,10.3,WR,836224
Justin Silmon,3500,7.5,RB,838021
Jonathan Giles,3500,10.8,WR,882939
Jordan Fredericks,3500,10.2,RB,883677
J.C. Coleman,3400,3.2,RB,653232
Marcus Johnson,3400,8.2,WR,691348
Rodney Mills,3400,15.8,WR,694300
Deante Burton,3400,9.8,WR,695723
Mitchell Paige,3400,10.2,WR,696104
